term	section	course	instructor	whenWhere
Fall 2003	2644	SPCH-121	Bates	TTH 11:00-12:15pm PAC-101
Fall 2003	2652	SPCH-160	Bates	MW 1:00-2:15pm PAC-106
Summer 2003	2670	SPCH-120	Bates	MTWTH 12:45-2:50pm ET-122A 6/23-7/31
Summer 2003	4282	SPCH-120	Bates	MTWTH 10:30-12:35pm PAC-102 6/23-7/31
Fall 2003	8186	SPCH-120	Bates	TH 4:00-6:50pm PAC-102
Fall 2003	8382	SPCH-120	Bates	TH 7:00-9:50pm PAC-106
Spring 2004	8532	SPCH-120	Bates	SSU 9:00-11:50am BE-212 3/20-5/23
Fall 2002	8653	SPCH-161	Bates	T 4:00-6:50pm PAC-106
Spring 2006	2120	CHEM-108	Batool	MWFM 9:00-9:50am PS-275
Spring 2007	2120	CHEM-108	Batool	MWFM 9:00-9:50am PS-275
Summer 2009	2126	CHEM-108	Batool	MTWTHFMTWTH 8:00-9:35am PS-277 6/22-7/31
Fall 2008	8507	CHEM-108	Batool	MW 5:30-7:00pm PS-267
Fall 2014	8509	CHEM-108	Batool	TTHTTH 7:00-8:20pm PS-267
Fall 2009	8509	CHEM-108	Batool	TTH 7:00-8:30pm PS-275
Fall 2012	8509	CHEM-108	Batool	TTHTTH 7:00-8:15pm PS-275 8/17-12/17
Fall 2013	8509	CHEM-108	Batool	TTHTTH 7:00-8:20pm PS-267
Fall 2010	8509	CHEM-108	Batool	TTH 7:00-8:30pm PS-275
Fall 2011	8509	CHEM-108	Batool	TTHTTH 7:00-8:15pm PS-275 8/17-12/17
Spring 2012	8925	CHEM-108	Batool	TTHTTH 7:00-8:15pm PS-275
Spring 2014	8925	CHEM-108	Batool	TTHTTH 7:00-8:20pm PS-275
Spring 2009	8925	CHEM-108	Batool	TTH 5:30-6:45pm PS-267
Spring 2011	8925	CHEM-108	Batool	TTHTTH 7:00-8:15pm PS-277 1/22-5/27
Spring 2013	8925	CHEM-108	Batool	TTHTTH 7:00-8:15pm PS-275
Spring 2008	8925	CHEM-108	Batool	TTH 4:00-5:30pm PS-267
Spring 2010	8928	CHEM-108	Batool	TTH 7:00-8:30pm PS-275
Summer 2014	1014	MATH-090	Batra	MTWTH 6:50-10:20am MA-240 6/16-7/24
Spring 2002	0475	PHILO-220	Bauer	MWF 10:00-10:50am H-106
Spring 2002	1095	PHILO-130	Bauer	MWF 12:00-12:50pm H-106
Fall 2001	2364	PHILO-130	Bauer	TTH 8:00-9:15am H-108
Fall 2001	2367	PHILO-141	Bauer	MWF 9:00-9:50am H-108
Fall 2001	4094	PHILO-130	Bauer	MWF 12:00-12:50pm H-108
Summer 2002	4178	PHILO-120	Bauer	MTWTH 10:30-12:35pm ET-122A 6/17-7/25
Summer 2002	4525	PHILO-120	Bauer	MTWTH 8:15-10:20am BE-208 6/17-7/25
Summer 2001	8003	PHILO-120	Bauer	MW 6:30-9:45pm H-108 6/4-7/25
Spring 2002	8076	PHILO-120	Bauer	MWF 11:00-11:50am H-108
Summer 2010	4326	SPCH-120	Bauer	MTWTH 12:45-2:50pm H-113 6/14-7/22
Summer 2011	9037	SPCH-120	Bauer	MTWTH 10:30-12:35pm SRV-E225 6/13-7/21
Fall 2011	9181	SPCH-120	Bauer	online 8/17-12/17
Fall 2012	9181	SPCH-120	Bauer	online 8/17-12/17
Summer 2012	9234	SPCH-120	Bauer	TTH 5:30-9:45pm SRC-E229 6/19-7/26
Summer 2012	9271	SOCIO-120	Bauer	MTWTH 10:30-12:35pm SRC-W212 6/18-7/26
Summer 2013	9271	SOCIO-120	Bauer	MTWTH 10:30-12:35pm SRC-W212 6/17-7/25
Fall 2010	1518	PE-120	Bautista	MTWTHF 10:00-12:50pm FIELD 1/10-1/21
Fall 2008	0595	ENGL-118	Bea	F 9:00-11:50am LA-213
Fall 2009	0595	ENGL-118	Bea	F 9:00-11:50am LA-213
Spring 2011	1842	ENGL-122	Bea	F 9:00-11:50am LC-110 1/22-5/27
Fall 2010	1851	ENGL-122	Bea	F 9:00-11:50am LC-101
Spring 2010	2019	ENGL-122	Bea	F 9:00-11:50am LA-113
Summer 2002	2167	ENGL-116	Bea	MTWTH 12:45-2:50pm LA-211 6/17-7/25
Summer 2002	4073	ENGL-118	Bea	MTWTH 8:15-10:20am LA-107 6/17-7/25
Fall 2006	8118	ENGL-118	Bea	S 8:30-11:50am LC-103 8/19-12/09
Fall 2005	8126	ENGL-122	Bea	S 9:00-12:20pm BE-210 8/20-12/10
Fall 2005	8151	ENGL-118	Bea	W 7:00-9:50pm BFL-112
Fall 2007	8151	ENGL-118	Bea	W 7:00-9:50pm BFL-112 8/16-12/16
Summer 2004	8178	ENGL-118	Bea	TTH 6:30-9:45pm H-113 6/15-8/05
Spring 2006	8440	ENGL-118	Bea	T 7:00-9:50pm LA-113
Spring 2007	8440	ENGL-118	Bea	T 7:00-9:50pm LA-113
Spring 2005	8747	ENGL-118	Bea	S 8:30-11:50am LA-117 1/28-5/20
Spring 2004	8748	ENGL-126	Bea	T 7:00-9:50pm LA-212
Fall 2003	8927	ENGL-170	Bea	T 7:00-9:50pm LA-213
Summer 2001	1031	MATH-121	Beall	MTWTH 2:00-4:05pm MA-245 6/18-7/26
Summer 2001	1033	MATH-124	Beall	MTWTH 10:30-12:35pm MA-241 6/18-7/26
Fall 2001	3529	MATH-120	Beall	MTWTHF 9:00-10:50am MA-109 8/20-10/19
Spring 2010	1418	SPCH-120	Beasley	MW 8:00-9:15am PAC-102
Spring 2009	1427	SPCH-120	Beasley	TTH 12:30-1:45pm PAC-101
Spring 2010	1432	SPCH-120	Beasley	TTH 12:30-1:45pm PAC-106
Spring 2009	1465	SPCH-120	Beasley	TTH 2:00-3:15pm PAC-102
Fall 2009	2612	SPCH-120	Beasley	MW 11:00-12:15pm PAC-101
Fall 2008	2613	SPCH-120	Beasley	TTH 2:00-3:15pm PAC-101
Fall 2009	2623	SPCH-120	Beasley	MW 2:00-3:15pm PAC-102
Fall 2008	8001	SPCH-120	Beasley	TTH 4:00-5:15pm PAC-101
Summer 2008	8047	SPCH-120	Beasley	MW 6:15-9:50pm PAC-102 6/16-7/30
Summer 2007	8047	SPCH-120	Beasley	MW 6:15-9:50pm PAC-102 6/18-8/01
Fall 2006	8170	SPCH-120	Beasley	TH 7:00-9:50pm PAC-106
Spring 2008	8195	SPCH-120	Beasley	TH 7:00-9:50pm PAC-101
Fall 2008	8380	SPCH-120	Beasley	T 7:00-9:50pm PAC-102
Fall 2007	8380	SPCH-120	Beasley	M 7:00-9:50pm PAC-106 8/16-12/16
Fall 2004	8089	HRMGT-111	Beatty	M 7:00-9:50pm HRM-201 8/19-12/19
Spring 2006	8465	CULN-160	Beatty	T 4:00-7:20pm LA-112 1/16-5/08
Spring 2007	8465	CULN-160	Beatty	T 4:00-7:20pm LA-112 1/16-5/08
Spring 2010	8465	CULN-160	Beatty	T 4:00-7:15pm H-118 1/26-5/25
Spring 2011	8465	CULN-160	Beatty	T 4:00-7:15pm H-118 1/25-5/24
Spring 2009	8465	CULN-160	Beatty	T 4:00-7:20pm H-118 1/20-5/12
Spring 2013	8465	CULN-160	Beatty	T 4:00-7:05pm H-109 1/15-5/21
Spring 2008	8465	CULN-160	Beatty	T 4:00-7:20pm H-118 1/15-5/06
Spring 2014	8465	CULN-160	Beatty	T 4:00-7:05pm H-109 1/14-5/20
Spring 2012	8465	CULN-160	Beatty	T 4:00-7:05pm H-109 1/15-5/21
Spring 2004	8645	HRMGT-111	Beatty	M 7:00-9:50pm HRM-201
Fall 2006	8784	CULN-160	Beatty	T 4:00-7:20pm BE-207 8/22-11/28
Fall 2008	8784	CULN-160	Beatty	T 4:00-7:20pm BFL-111 8/19-11/25
Fall 2009	8784	CULN-160	Beatty	T 4:00-7:20pm BFL-111 8/18-11/24
Fall 2010	8784	CULN-160	Beatty	T 4:00-7:20pm BFL-111 8/17-11/23
Fall 2012	8784	CULN-160	Beatty	T 4:00-6:50pm H-109 8/17-12/17
Fall 2013	8784	CULN-160	Beatty	T 4:00-6:50pm H-105
Fall 2005	8784	CULN-160	Beatty	T 4:00-7:20pm HRM-NORSEMAN 8/30-12/06
Fall 2014	8784	CULN-160	Beatty	T 4:00-6:50pm H-105
Fall 2011	8784	CULN-160	Beatty	T 4:00-6:50pm LA-107 8/17-12/17
Fall 2007	8784	CULN-160	Beatty	T 4:00-7:20pm H-107 8/21-11/27
Spring 2007	8962	CULN-150N	Beatty	W 4:00-7:20pm BFL-103 2/14-3/14
Spring 2006	8962	CULN-150N	Beatty	W 4:00-7:20pm BFL-103 2/14-3/14
Summer 2014	2126	CHEM-108	Beaulieu	MTWTHFMTWTHF 10:40-12:15pm PS-267 6/16-7/25
Fall 2013	2662	CHEM-226	Beaulieu	MWTTH 9:30-10:50am PS-275
Fall 2014	2662	CHEM-226	Beaulieu	MWTTH 9:30-10:50am PS-275
Fall 2014	2663	CHEM-226	Beaulieu	MWTTH 9:30-10:50am PS-275
Fall 2013	2663	CHEM-226	Beaulieu	MWTTH 9:30-10:50am PS-275
Spring 2014	2942	CHEM-227	Beaulieu	MWTTH 12:30-1:50pm PS-275
Spring 2014	2943	CHEM-227	Beaulieu	MWTTH 12:30-1:50pm PS-275
Fall 2004	8484	HSCI-140	Beaver	W 6:00-8:50pm LA-213 8/19-12/19
Fall 2001	8484	HSCI-140	Beaver	W 7:00-9:50pm PS-277
Fall 2005	8484	HSCI-140	Beaver	W 6:00-8:50pm LHS-210
Fall 2002	8484	HSCI-140	Beaver	W 7:00-9:50pm PS-175
Fall 2006	8484	HSCI-140	Beaver	W 6:00-8:50pm LHS-210
Spring 2002	8514	HSCI-140	Beaver	W 7:00-9:50pm S-232
Spring 2005	8763	HSCI-140	Beaver	T 6:00-8:50pm LA-210
Spring 2006	8763	HSCI-140	Beaver	T 6:00-8:50pm LA-115
Spring 2004	8763	HSCI-140	Beaver	TH 6:00-8:50pm LA-209
Spring 2007	8763	HSCI-140	Beaver	T 6:00-8:50pm ATC-116
Fall 2007	9054	HSCI-140	Beaver	MW 12:30-1:45pm SRC-W222 8/16-12/16
Fall 2003	1314	ECON-221	Been	M 7:00-9:50pm LA-220
Fall 2003	8556	NUTRI-160	Bell	TH 6:30-9:50pm LS-205 8/28-12/15
Spring 2002	8007	ITAL-121	Bellezza	MTH 7:00-9:15pm H-113
Fall 2007	8488	OCEAN-102	Bellmer	M 7:00-9:50pm LHS-117 8/16-12/16
Spring 2007	9059	OCEAN-101	Bellmer	W 2:00-4:50pm SRC-222
Spring 2006	9059	OCEAN-101	Bellmer	W 2:00-4:50pm SRC-222
Spring 2006	9060	OCEAN-101	Bellmer	T 2:00-4:50pm SRC-222
Spring 2007	9060	OCEAN-101	Bellmer	T 2:00-4:50pm SRC-222
Fall 2006	9224	OCEAN-101	Bellmer	M 7:00-9:50pm SRV-104
Fall 2006	9843	OCEAN-101	Bellmer	W 3:30-6:20pm SRV-104
Spring 2006	9844	OCEAN-110	Bellmer	W 6:00-8:50pm SRC-240
Spring 2007	9844	OCEAN-110	Bellmer	W 6:00-8:50pm SRC-240
Fall 2003	1817	SOCIO-122	Belt	MWF 10:00-10:50am H-105
Fall 2004	1829	SOCIO-125	Belt	MWF 11:00-11:50am BE-202 8/19-12/19
Spring 2004	8718	SOCIO-120	Belt	S 9:00-11:50am LA-218
Fall 2003	8979	SOCIO-120	Belt	MW 7:00-10:00pm MA-108 10/20-12/10
Fall 2003	9073	SOCIO-120	Belt	TTH 11:00-12:15pm SRV-214
Spring 2004	9193	SOCIO-120	Belt	M 7:40-10:30pm BE-208
Spring 2004	9193	SOCIO-120	Belt	M 7:40-10:30pm BE-208
Fall 2004	9193	SOCIO-120	Belt	T 7:40-10:30pm BE-208 8/19-12/19
Fall 2004	9193	SOCIO-120	Belt	T 7:40-10:30pm BE-208 8/19-12/19
Summer 2004	9271	SOCIO-120	Belt	MTWTH 10:30-12:35pm SRV-104 6/28-8/05
Fall 2004	9456	SOCSC-120	Belt	MW 12:30-1:45pm SRV-106 8/19-12/19
Spring 2004	9497	SOCIO-125	Belt	TTH 11:00-12:15pm SRV-110A
Fall 2002	8105	GEOG-120	Bemis	M 6:00-8:50pm PS-265
Fall 2001	8105	GEOG-120	Bemis	M 6:00-8:50pm PS-265
Fall 2001	8106	GEOL-120	Bemis	W 7:00-9:50pm PS-109
Spring 2002	8803	GEOG-120	Bemis	M 6:00-8:50pm PS-265
Summer 2005	1008	HUMAN-112	Bendich	MTWTH 12:45-2:50pm H-106 6/20-7/28
Summer 2003	1008	HUMAN-112	Bendich	MTWTH 12:45-2:50pm BE-207 6/23-7/31
Summer 2002	1008	HUMAN-112	Bendich	MTWTH 12:45-2:50pm BE-211 6/17-7/25
Summer 2004	1008	HUMAN-112	Bendich	MTWTH 12:45-2:50pm H-106 6/28-8/05
Spring 2008	1147	ARTHS-193	Bendich	TTH 12:30-1:45pm A-106
Spring 2002	1383	MUSIC-182	Bendich	T 2:00-3:50pm M-127
Spring 2004	1383	MUSIC-182	Bendich	TH 2:00-3:50pm M-127
Spring 2007	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-127
Spring 2012	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-125
Spring 2010	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-127
Spring 2014	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-125
Spring 2008	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-127
Spring 2005	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-127
Spring 2006	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-127
Spring 2013	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-125
Spring 2011	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-127 1/22-5/27
Spring 2009	1391	MUSIC-182	Bendich	TH 2:00-4:50pm M-127
Fall 2007	2222	MUSLT-117	Bendich	T 2:00-4:50pm M-127 8/16-12/16
Fall 2003	2347	HUMAN-112	Bendich	TTH 11:00-2:10pm H-107 10/21-12/11
Fall 2004	2347	HUMAN-112	Bendich	TTH 11:00-2:15pm H-107 10/19-12/09
Fall 2008	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-125
Fall 2004	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-127 8/19-12/19
Fall 2012	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-125 8/17-12/17
Fall 2005	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-127
Fall 2010	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-125
Fall 2001	2491	MUSIC-182	Bendich	T 2:00-3:50pm M-127
Fall 2002	2491	MUSIC-182	Bendich	TH 2:00-3:50pm M-127
Fall 2011	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-125 8/17-12/17
Fall 2007	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-125 8/16-12/16
Fall 2009	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-125
Fall 2014	2491	MUSX-182	Bendich	TH 2:00-4:50pm M-125
Fall 2013	2491	MUSX-182	Bendich	TH 2:00-4:50pm M-125
Fall 2006	2491	MUSIC-182	Bendich	TH 2:00-4:50pm M-127
Fall 2003	2491	MUSIC-182	Bendich	TH 2:00-3:50pm M-127
Summer 2004	2770	HUMAN-111	Bendich	MTWTH 10:30-12:35pm H-107 6/28-8/05
Summer 2003	2770	HUMAN-111	Bendich	MTWTH 10:30-12:35pm BE-212 6/23-7/31
Summer 2005	2770	HUMAN-111	Bendich	MTWTH 10:30-12:35pm H-107 6/20-7/28
Fall 2002	4066	HUMAN-115	Bendich	MWF 12:00-1:50pm BE-212 10/21-12/16
Spring 2002	8174	HUMAN-115	Bendich	M 7:00-9:50pm H-109
Spring 2004	8311	HUMAN-112	Bendich	TH 7:00-9:50pm H-107
Spring 2002	8448	HUMAN-123	Bendich	TH 7:00-9:50pm H-108
Summer 2013	8680	MUSIC-182	Bendich	TTH 5:30-9:45pm M-127 6/18-7/25
Summer 2014	8680	MUSIC-182	Bendich	TTH 5:30-9:45pm M-127 6/17-7/24
Fall 2003	8712	HUMAN-115	Bendich	M 7:00-9:50pm H-108
Fall 2005	8712	HUMAN-115	Bendich	M 7:00-9:50pm H-108
Fall 2004	8712	HUMAN-115	Bendich	M 7:00-9:50pm H-108 8/19-12/19
Spring 2012	9037	MUSIC-114	Bendich	W 6:30-9:20pm SRC-E227
Spring 2013	9037	MUSIC-114	Bendich	W 6:30-9:20pm SRC-E227
Spring 2014	9037	MUSIC-114	Bendich	MW 11:00-12:20pm SRC-W217
Fall 2013	9167	HUMAN-112	Bendich	MW 11:00-12:20pm SRC-E232
Fall 2014	9167	HUMAN-112	Bendich	MW 11:00-12:20pm SRC-E232
Fall 2012	9167	HUMAN-112	Bendich	MW 9:30-10:45am SRC-W221 8/17-12/17
Spring 2014	9285	HUMAN-105	Bendich	MW 12:30-1:50pm SRC-W217
Spring 2014	1353	MUSIC-150	Benkman	MW 12:30-1:50pm M-126
Fall 2013	2457	MUSIC-150	Benkman	MW 12:30-1:50pm M-126
Summer 2014	4207	MUSIC-151	Benkman	MTWTH 8:15-10:20am M-126 6/16-7/24
Summer 2014	4210	MUSIC-150	Benkman	MTWTH 8:15-10:20am M-126 6/16-7/24
Summer 2004	0532	PE-172	Benko	MTWTH 6:30-7:45am COURTS 6/28-8/05
Summer 2007	0532	PE-172	Benko	MTWTH 6:30-7:45am COURTS 6/18-7/26
Summer 2006	0532	PE-172	Benko	MTWTH 6:30-7:45am COURTS 6/19-7/27
Summer 2005	0532	PE-172	Benko	MTWTH 6:30-7:45am COURTS 6/20-7/28
Fall 2009	0648	PE-199	Benko	TTH 12:30-2:20pm COURTS
Fall 2006	0648	PE-199	Benko	TTH 12:30-2:20pm COURTS
Fall 2008	0648	PE-199	Benko	TTH 12:30-2:20pm COURTS
Fall 2007	0648	PE-199	Benko	TTH 12:30-2:20pm COURTS 8/16-12/16
Spring 2009	1899	PEIC-219	Benko	MTWTHF 2:00-3:40pm COURTS
Spring 2008	1899	PEIC-219	Benko	MTWTHF 2:00-3:50pm COURTS
Spring 2005	1899	PEIC-219	Benko	MTWTHF 2:00-3:50pm COURTS
Spring 2007	1899	PEIC-219	Benko	MTWTHF 2:00-3:50pm COURTS
Spring 2010	1899	PEIC-219	Benko	MTWTHF 2:00-3:40pm COURTS
Summer 2004	2170	PE-120	Benko	MTWTH 6:30-7:45am COURTS 6/28-8/05
Spring 2009	2312	PEIC-218	Benko	MTWTHF 2:00-3:40pm COURTS
Spring 2006	2312	PEIC-218	Benko	MTWTHF 2:00-3:50pm COURTS
Spring 2008	2312	PEIC-218	Benko	MTWTHF 2:00-3:50pm COURTS
Spring 2007	2312	PEIC-218	Benko	MTWTHF 2:00-3:50pm COURTS
Spring 2010	2312	PEIC-218	Benko	MTWTHF 2:00-3:40pm COURTS
Fall 2006	3691	PE-172	Benko	TTH 11:00-12:15pm COURTS
Fall 2009	3691	PE-172	Benko	TTH 11:00-12:15pm COURTS
Fall 2007	3691	PE-172	Benko	TTH 11:00-12:15pm COURTS 8/16-12/16
Fall 2008	3691	PE-172	Benko	TTH 11:00-12:15pm COURTS
Fall 2007	3692	PE-172	Benko	TTH 12:30-2:20pm COURTS 8/16-12/16
Fall 2009	3692	PE-172	Benko	TTH 12:30-2:20pm COURTS
Fall 2006	3692	PE-172	Benko	TTH 12:30-2:20pm COURTS
Fall 2008	3692	PE-172	Benko	TTH 12:30-2:20pm COURTS
Summer 2005	4614	PE-172	Benko	MTWTH 8:15-9:25am COURTS 6/20-7/28
Summer 2009	4614	PE-172	Benko	MTWTH 8:15-9:25am COURTS 6/22-7/30
Summer 2006	4614	PE-172	Benko	MTWTH 8:15-9:25am COURTS 6/19-7/27
Summer 2008	4614	PE-172	Benko	MTWTH 8:15-9:25am COURTS 6/16-7/24
Summer 2004	4614	PE-172	Benko	MTWTH 8:15-9:25am COURTS 6/28-8/05
Summer 2010	4614	PE-172	Benko	MTWTH 8:15-9:25am COURTS 6/14-7/22
Summer 2010	4615	PE-172	Benko	MTWTH 10:30-11:45am COURTS 6/14-7/22
Summer 2006	4615	PE-172	Benko	MTWTH 10:30-11:45am COURTS 6/19-7/27
Summer 2009	4615	PE-172	Benko	MTWTH 10:30-11:45am COURTS 6/22-7/30
Summer 2005	4615	PE-172	Benko	MTWTH 10:30-11:45am COURTS 6/20-7/28
Summer 2008	4615	PE-172	Benko	MTWTH 10:30-11:45am COURTS 6/16-7/24
Summer 2005	8089	PE-172	Benko	MW 5:00-6:50pm COURTS 6/20-8/10
Spring 2014	8522	ESL-088	Bennett	M 7:00-9:50pm LC-103
Spring 2011	1884	ENSYS-150A	Bennett	TTH 9:00-12:00pm ET-127 2/01-3/01
Spring 2010	8147	AET-150W	Bennett	TTH 5:00-9:15pm ET-123 5/25-7/01
Summer 2002	8018	ECON-220	Bent	MW 6:30-9:45pm LA-220 6/10-7/31
Fall 2001	8601	ECON-220	Bent	T 7:00-9:50pm LA-214
Summer 2002	8819	ECON-220	Bent	TTH 6:30-9:45pm BE-208 6/11-8/01
Spring 2002	1087	PHILO-120	Berger	MWF 9:00-9:50am H-109
Spring 2002	1088	PHILO-120	Berger	MWF 10:00-10:50am H-107
Spring 2002	1097	PHILO-130	Berger	MWF 11:00-11:50am H-107
Fall 2003	2301	PHILO-130	Berger	MWF 11:00-11:50am H-107
Fall 2002	2351	PHILO-120	Berger	MWF 9:00-9:50am H-109
Fall 2001	2351	PHILO-120	Berger	MWF 9:00-9:50am H-109
Fall 2003	2351	PHILO-120	Berger	MWF 9:00-9:50am H-109
Fall 2003	2353	PHILO-120	Berger	MWF 10:00-10:50am H-107
Fall 2001	2353	PHILO-120	Berger	MWF 10:00-10:50am H-107
Fall 2002	2353	PHILO-120	Berger	MWF 10:00-10:50am BE-213
Fall 2001	2363	PHILO-130	Berger	MWF 11:00-11:50am H-107
Fall 2002	2363	PHILO-130	Berger	MWF 11:00-11:50am BE-213
Spring 2002	8078	PHILO-122	Berger	TH 4:00-6:50pm H-107
Fall 2002	8217	PHILO-122	Berger	TH 4:00-6:50pm BFL-103
Fall 2001	8217	PHILO-122	Berger	TH 4:00-6:50pm H-107
Fall 2003	8217	PHILO-122	Berger	TH 4:00-6:50pm H-107
Summer 2007	7021	COOP-160	Berggren	W 5:30-7:00pm MA-101 6/20-7/26
Summer 2008	7021	COOP-160	Berggren	W 5:30-7:00pm MA-101 6/18-7/24
Summer 2008	7035	COOP-170	Berggren	W 5:30-7:00pm MA-101 6/18-7/24
Summer 2007	7035	COOP-170	Berggren	W 5:30-7:00pm MA-101 6/20-7/26
Summer 2007	7048	COOP-170A	Berggren	W 5:30-7:00pm MA-101 6/20-7/26
Summer 2008	7048	COOP-170A	Berggren	W 5:30-7:00pm MA-101 6/18-7/24
Summer 2008	7049	COOP-170A	Berggren	W 5:30-7:00pm MA-101 6/18-7/24
Summer 2007	7049	COOP-170A	Berggren	W 5:30-7:00pm MA-101 6/20-7/26
Summer 2007	7050	COOP-170A	Berggren	W 5:30-7:00pm MA-101 6/20-7/26
Summer 2008	7050	COOP-170A	Berggren	W 5:30-7:00pm MA-101 6/18-7/24
Summer 2008	7051	COOP-170A	Berggren	   6/18-7/24
Fall 2012	7111	COOP-160	Berggren	   8/15-12/17
Summer 2011	7221	COOP-160	Berggren	   6/06-7/21
Summer 2009	7310	COOP-160	Berggren	   6/22-7/30
Summer 2009	7320	COOP-170	Berggren	   6/22-7/30
Summer 2009	7330	COOP-170A	Berggren	   6/22-7/30
Summer 2009	7331	COOP-170A	Berggren	   6/22-7/30
Summer 2009	7332	COOP-170A	Berggren	   6/22-7/30
Summer 2010	7332	COOP-170A	Berggren	   6/08-7/22
Summer 2010	7351	COOP-170	Berggren	   6/08-7/22
Summer 2014	7353	COOP-170	Berggren	   6/11-7/24
Summer 2011	7353	COOP-170	Berggren	   6/06-7/21
Summer 2013	7353	COOP-170	Berggren	   6/12-7/25
Summer 2012	7353	COOP-170	Berggren	   6/11-7/26
Summer 2014	7421	COOP-180	Berggren	   6/11-7/24
Summer 2013	7421	COOP-180	Berggren	   6/12-7/25
Summer 2012	7421	COOP-180	Berggren	   6/11-7/26
Spring 2006	7604	COOP-160	Berggren	TH 5:30-7:00pm H-110 1/25-5/25
Spring 2013	7604	COOP-160	Berggren	   1/09-5/24
Spring 2014	7604	COOP-160	Berggren	   1/15-5/21
Spring 2011	7605	COOP-160	Berggren	   1/18-5/27
Spring 2007	7605	COOP-160	Berggren	S 10:00-11:30am H-110 1/27-5/25
Spring 2010	7605	COOP-160	Berggren	  
Spring 2010	7607	COOP-160	Berggren	  
Spring 2009	7607	COOP-160	Berggren	  
Spring 2008	7607	COOP-160	Berggren	   1/31-5/23
Summer 2011	7611	COOP-170A	Berggren	   6/06-7/21
Fall 2009	7611	COOP-160	Berggren	  
Fall 2008	7612	COOP-160	Berggren	TH 5:30-6:45pm H-110 8/21-12/21
Fall 2007	7613	COOP-160	Berggren	TH 5:30-7:00pm H-110 8/30-12/16
Spring 2008	7623	COOP-170	Berggren	   1/30-5/23
Spring 2007	7626	COOP-170	Berggren	S 10:00-11:30am H-110 1/27-5/25
Spring 2008	7627	COOP-170	Berggren	   1/31-5/23
Spring 2006	7627	COOP-170	Berggren	TH 5:30-7:00pm H-109 1/25-5/25
Spring 2007	7627	COOP-170	Berggren	TH 5:30-7:00pm H-109 1/25-5/25
Spring 2009	7628	COOP-170	Berggren	  
Spring 2007	7628	COOP-170	Berggren	  
Spring 2009	7629	COOP-170	Berggren	  
Fall 2008	7630	COOP-170	Berggren	F 12:30-1:45pm H-110 8/22-12/21
Fall 2008	7632	COOP-170	Berggren	TH 5:30-6:45pm H-110 8/21-12/21
Fall 2010	7634	COOP-170	Berggren	  
Fall 2009	7634	COOP-170	Berggren	  
Fall 2012	7634	COOP-170	Berggren	   8/15-12/17
Spring 2008	7637	COOP-170A	Berggren	  
Fall 2006	7647	COOP-170	Berggren	  
Fall 2006	7648	COOP-170	Berggren	  
Fall 2007	7649	COOP-170	Berggren	TH 5:30-7:00pm H-110 8/30-12/16
Fall 2007	7650	COOP-170	Berggren	S 10:00-11:30am H-110 9/08-12/16
Fall 2007	7651	COOP-170	Berggren	TH 5:30-7:00pm H-110 8/30-12/16
Fall 2007	7660	COOP-170A	Berggren	W 1:00-2:30pm H-110 8/29-12/16
Fall 2006	7660	COOP-170A	Berggren	  
Fall 2010	7664	COOP-170A	Berggren	  
Fall 2009	7664	COOP-170A	Berggren	  
Fall 2008	7664	COOP-170A	Berggren	  
Fall 2008	7667	COOP-170A	Berggren	  
Fall 2008	7671	COOP-170A	Berggren	  
Spring 2009	7683	COOP-170A	Berggren	  
Spring 2009	7684	COOP-170A	Berggren	  
Spring 2007	7688	COOP-170A	Berggren	TH 5:30-7:00pm H-110 1/25-5/25
Spring 2006	7688	COOP-170A	Berggren	TH 5:30-7:00pm H-110 1/25-5/25
Spring 2007	7690	COOP-170A	Berggren	S 10:00-11:30am H-110 1/27-5/25
Spring 2007	7691	COOP-170A	Berggren	  
Spring 2008	7691	COOP-170A	Berggren	  
Spring 2008	7692	COOP-170A	Berggren	  
Spring 2013	7703	COOP-170	Berggren	   1/09-5/24
Spring 2014	7703	COOP-170	Berggren	   1/15-5/21
Spring 2011	7705	COOP-170	Berggren	   1/18-5/27
Spring 2010	7706	COOP-170	Berggren	  
Spring 2010	7710	COOP-170	Berggren	  
Spring 2010	7713	COOP-170	Berggren	  
Spring 2008	7723	COOP-170A	Berggren	  
Spring 2013	7780	COOP-170	Berggren	  PBCH 2/04-3/01
Spring 2014	7780	COOP-170	Berggren	  PBCH 2/03-2/28
Spring 2014	7802	COOP-180	Berggren	   1/15-5/21
Spring 2013	7802	COOP-180	Berggren	   1/09-5/24
